panel,beta,density
gamma1_watch,0.000219,402.395
gamma1_watch,0.000222,400.732
gamma1_watch,0.000225,399.401
gamma1_watch,0.000228,397.073
gamma1_watch,0.000232,395.908
gamma1_watch,0.000235,394.744
gamma1_watch,0.000238,393.081
gamma1_watch,0.000241,391.750
gamma1_watch,0.000245,389.754
gamma1_watch,0.000248,388.423
gamma1_watch,0.000251,386.427
gamma1_watch,0.000254,385.096
gamma1_watch,0.000257,383.766
gamma1_watch,0.000261,381.770
gamma1_watch,0.000264,380.439
gamma1_watch,0.000267,378.776
gamma1_watch,0.000270,377.112
gamma1_watch,0.000273,375.782
gamma1_watch,0.000277,374.118
gamma1_watch,0.000280,372.455
gamma1_watch,0.000283,370.792
gamma1_watch,0.000286,369.461
gamma1_watch,0.000290,367.798
gamma1_watch,0.000293,365.677
gamma1_watch,0.000296,364.471
gamma1_watch,0.000299,362.808
gamma1_watch,0.000302,361.144
gamma1_watch,0.000306,359.814
gamma1_watch,0.000309,357.818
gamma1_watch,0.000312,356.487
gamma1_watch,0.000315,354.824
gamma1_watch,0.000318,353.160
gamma1_watch,0.000322,351.830
gamma1_watch,0.000325,349.709
gamma1_watch,0.000328,348.503
gamma1_watch,0.000331,346.174
gamma1_watch,0.000335,345.010
gamma1_watch,0.000338,343.846
gamma1_watch,0.000341,341.850
gamma1_watch,0.000344,340.436
gamma1_watch,0.000347,338.856
gamma1_watch,0.000351,337.192
gamma1_watch,0.000354,335.529
gamma1_watch,0.000357,333.741
gamma1_watch,0.000360,332.202
gamma1_watch,0.000363,330.872
gamma1_watch,0.000367,329.208
gamma1_watch,0.000370,327.878
gamma1_watch,0.000373,325.882
gamma1_watch,0.000376,324.218
gamma1_watch,0.000380,322.888
gamma1_watch,0.000383,321.224
gamma1_watch,0.000386,319.894
gamma1_watch,0.000389,317.898
gamma1_watch,0.000392,316.567
gamma1_watch,0.000396,314.904
gamma1_watch,0.000399,313.240
gamma1_watch,0.000402,311.910
gamma1_watch,0.000405,309.914
gamma1_watch,0.000408,308.583
gamma1_watch,0.000412,306.587
gamma1_watch,0.000415,305.256
gamma1_watch,0.000418,303.925
gamma1_watch,0.000421,302.262
gamma1_watch,0.000425,300.516
gamma1_watch,0.000428,298.935
gamma1_watch,0.000431,297.605
gamma1_watch,0.000434,295.941
gamma1_watch,0.000437,294.278
gamma1_watch,0.000441,292.615
gamma1_watch,0.000444,290.619
gamma1_watch,0.000447,289.454
gamma1_watch,0.000450,287.957
gamma1_watch,0.000454,286.294
gamma1_watch,0.000457,284.963
gamma1_watch,0.000460,283.300
gamma1_watch,0.000463,281.637
gamma1_watch,0.000466,280.306
gamma1_watch,0.000470,278.643
gamma1_watch,0.000473,276.979
gamma1_watch,0.000476,275.566
gamma1_watch,0.000479,273.985
gamma1_watch,0.000482,272.655
gamma1_watch,0.000486,269.328
gamma1_watch,0.000489,268.663
gamma1_watch,0.000492,267.665
gamma1_watch,0.000495,266.251
gamma1_watch,0.000499,264.546
gamma1_watch,0.000502,263.340
gamma1_watch,0.000505,262.009
gamma1_watch,0.000508,260.346
gamma1_watch,0.000511,258.683
gamma1_watch,0.000515,257.352
gamma1_watch,0.000518,255.689
gamma1_watch,0.000521,254.358
gamma1_watch,0.000524,252.695
gamma1_watch,0.000527,251.364
gamma1_watch,0.000531,249.701
gamma1_watch,0.000534,248.370
gamma1_watch,0.000537,246.707
gamma1_watch,0.000540,245.376
gamma1_watch,0.000544,243.713
gamma1_watch,0.000547,242.299
gamma1_watch,0.000550,240.594
gamma1_watch,0.000553,239.388
gamma1_watch,0.000556,238.057
gamma1_watch,0.000560,236.394
gamma1_watch,0.000563,235.063
gamma1_watch,0.000566,233.257
gamma1_watch,0.000569,232.069
gamma1_watch,0.000572,230.739
gamma1_watch,0.000576,228.992
gamma1_watch,0.000579,227.507
gamma1_watch,0.000582,226.414
gamma1_watch,0.000585,225.083
gamma1_watch,0.000589,223.420
gamma1_watch,0.000592,222.089
gamma1_watch,0.000595,220.675
gamma1_watch,0.000598,219.428
gamma1_watch,0.000601,217.764
gamma1_watch,0.000605,216.434
gamma1_watch,0.000608,215.103
gamma1_watch,0.000611,213.772
gamma1_watch,0.000614,212.442
gamma1_watch,0.000617,210.778
gamma1_watch,0.000621,209.448
gamma1_watch,0.000624,208.117
gamma1_watch,0.000627,206.786
gamma1_watch,0.000630,205.456
gamma1_watch,0.000634,204.125
gamma1_watch,0.000637,202.794
gamma1_watch,0.000640,200.133
gamma1_watch,0.000643,199.468
gamma1_watch,0.000646,198.470
gamma1_watch,0.000650,197.305
gamma1_watch,0.000653,196.141
gamma1_watch,0.000656,194.810
gamma1_watch,0.000659,193.147
gamma1_watch,0.000662,191.983
gamma1_watch,0.000666,190.818
gamma1_watch,0.000669,189.488
gamma1_watch,0.000672,188.157
gamma1_watch,0.000675,186.826
gamma1_watch,0.000679,185.496
gamma1_watch,0.000682,184.165
gamma1_watch,0.000685,182.834
gamma1_watch,0.000688,181.670
gamma1_watch,0.000691,179.508
gamma1_watch,0.000695,178.676
gamma1_watch,0.000698,177.678
gamma1_watch,0.000701,176.514
gamma1_watch,0.000704,175.349
gamma1_watch,0.000707,174.060
gamma1_watch,0.000711,172.854
gamma1_watch,0.000714,171.524
gamma1_watch,0.000717,170.359
gamma1_watch,0.000720,169.195
gamma1_watch,0.000724,168.031
gamma1_watch,0.000727,166.866
gamma1_watch,0.000730,165.536
gamma1_watch,0.000733,164.205
gamma1_watch,0.000736,162.874
gamma1_watch,0.000740,161.876
gamma1_watch,0.000743,160.213
gamma1_watch,0.000746,159.215
gamma1_watch,0.000749,158.217
gamma1_watch,0.000752,157.053
gamma1_watch,0.000756,155.888
gamma1_watch,0.000759,154.724
gamma1_watch,0.000762,153.726
gamma1_watch,0.000765,152.562
gamma1_watch,0.000769,151.231
gamma1_watch,0.000772,150.108
gamma1_watch,0.000775,149.069
gamma1_watch,0.000778,147.904
gamma1_watch,0.000781,146.740
gamma1_watch,0.000785,145.742
gamma1_watch,0.000788,144.578
gamma1_watch,0.000791,143.413
gamma1_watch,0.000794,141.583
gamma1_watch,0.000797,140.918
gamma1_watch,0.000801,139.787
gamma1_watch,0.000804,138.922
gamma1_watch,0.000807,137.924
gamma1_watch,0.000810,136.760
gamma1_watch,0.000814,135.928
gamma1_watch,0.000817,134.764
gamma1_watch,0.000820,133.599
gamma1_watch,0.000823,132.601
gamma1_watch,0.000826,131.603
gamma1_watch,0.000830,130.439
gamma1_watch,0.000833,129.441
gamma1_watch,0.000836,128.443
gamma1_watch,0.000839,127.445
gamma1_watch,0.000842,126.447
gamma1_watch,0.000846,125.449
gamma1_watch,0.000849,124.451
gamma1_watch,0.000852,123.453
gamma1_watch,0.000855,122.455
gamma1_watch,0.000859,121.457
gamma1_watch,0.000862,120.293
gamma1_watch,0.000865,119.295
gamma1_watch,0.000868,118.297
gamma1_watch,0.000871,117.299
gamma1_watch,0.000875,116.301
gamma1_watch,0.000878,115.170
gamma1_watch,0.000881,114.471
gamma1_watch,0.000884,113.506
gamma1_watch,0.000887,112.475
gamma1_watch,0.000891,111.643
gamma1_watch,0.000894,110.645
gamma1_watch,0.000897,109.481
gamma1_watch,0.000900,108.649
gamma1_watch,0.000904,107.818
gamma1_watch,0.000907,106.986
gamma1_watch,0.000910,105.988
gamma1_watch,0.000913,105.156
gamma1_watch,0.000916,104.158
gamma1_watch,0.000920,103.327
gamma1_watch,0.000923,102.329
gamma1_watch,0.000926,101.497
gamma1_watch,0.000929,100.665
gamma1_watch,0.000932,99.834
gamma1_watch,0.000936,99.002
gamma1_watch,0.000939,97.871
gamma1_watch,0.000942,97.036
gamma1_watch,0.000945,96.174
gamma1_watch,0.000949,94.943
gamma1_watch,0.000952,94.206
gamma1_watch,0.000955,93.679
gamma1_watch,0.000958,93.014
gamma1_watch,0.000961,93.014
gamma1_watch,0.000965,93.014
gamma1_watch,0.000968,93.035
gamma1_watch,0.000971,93.157
gamma1_watch,0.000974,93.649
gamma1_watch,0.000977,94.677
gamma1_watch,0.000981,95.176
gamma1_watch,0.000984,95.343
gamma1_watch,0.000987,95.343
gamma1_watch,0.000990,95.343
gamma1_watch,0.000994,95.343
gamma1_watch,0.000997,95.343
gamma1_watch,0.001000,95.343
gamma1_watch,0.001003,95.176
gamma1_watch,0.001006,95.317
gamma1_watch,0.001010,81.038
gamma1_watch,0.001013,80.040
gamma1_watch,0.001016,79.042
gamma1_watch,0.001019,78.210
gamma1_watch,0.001023,77.545
gamma1_watch,0.001026,76.743
gamma1_watch,0.001029,75.909
gamma1_watch,0.001032,75.383
gamma1_watch,0.001035,74.717
gamma1_watch,0.001039,73.719
gamma1_watch,0.001042,73.054
gamma1_watch,0.001045,72.389
gamma1_watch,0.001048,71.723
gamma1_watch,0.001051,70.725
gamma1_watch,0.001055,70.226
gamma1_watch,0.001058,69.727
gamma1_watch,0.001061,69.062
gamma1_watch,0.001064,68.397
gamma1_watch,0.001068,67.731
gamma1_watch,0.001071,67.066
gamma1_watch,0.001074,66.401
gamma1_watch,0.001077,65.735
gamma1_watch,0.001080,64.904
gamma1_watch,0.001084,64.430
gamma1_watch,0.001087,63.765
gamma1_watch,0.001090,63.240
gamma1_watch,0.001093,62.741
gamma1_watch,0.001096,62.076
gamma1_watch,0.001100,61.577
gamma1_watch,0.001103,61.078
gamma1_watch,0.001106,60.413
gamma1_watch,0.001109,59.747
gamma1_watch,0.001113,59.082
gamma1_watch,0.001116,58.583
gamma1_watch,0.001119,58.084
gamma1_watch,0.001122,57.418
gamma1_watch,0.001125,56.753
gamma1_watch,0.001129,56.113
gamma1_watch,0.001132,55.589
gamma1_watch,0.001135,55.256
gamma1_watch,0.001138,54.757
gamma1_watch,0.001141,54.092
gamma1_watch,0.001145,53.426
gamma1_watch,0.001148,52.927
gamma1_watch,0.001151,52.428
gamma1_watch,0.001154,51.929
gamma1_watch,0.001158,51.430
gamma1_watch,0.001161,50.931
gamma1_watch,0.001164,50.432
gamma1_watch,0.001167,49.933
gamma1_watch,0.001170,49.268
gamma1_watch,0.001174,48.935
gamma1_watch,0.001177,48.436
gamma1_watch,0.001180,47.937
gamma1_watch,0.001183,47.272
gamma1_watch,0.001186,46.939
gamma1_watch,0.001190,46.440
gamma1_watch,0.001193,45.941
gamma1_watch,0.001196,45.276
gamma1_watch,0.001199,44.943
gamma1_watch,0.001203,44.611
gamma1_watch,0.001206,43.973
gamma1_watch,0.001209,43.613
gamma1_watch,0.001212,43.280
gamma1_watch,0.001215,42.781
gamma1_watch,0.001219,42.282
gamma1_watch,0.001222,41.783
gamma1_watch,0.001225,41.284
gamma1_watch,0.001228,40.951
gamma1_watch,0.001231,40.619
gamma1_watch,0.001235,39.953
gamma1_watch,0.001238,39.621
gamma1_watch,0.001241,39.288
gamma1_watch,0.001244,38.955
gamma1_watch,0.001248,38.456
gamma1_watch,0.001251,37.957
gamma1_watch,0.001254,37.625
gamma1_watch,0.001257,36.959
gamma1_watch,0.001260,36.460
gamma1_watch,0.001264,36.128
gamma1_watch,0.001267,35.795
gamma1_watch,0.001270,35.462
gamma1_watch,0.001273,35.130
gamma1_watch,0.001276,34.655
gamma1_watch,0.001280,34.298
gamma1_watch,0.001283,34.132
gamma1_watch,0.001286,33.633
gamma1_watch,0.001289,33.134
gamma1_watch,0.001293,32.635
gamma1_watch,0.001296,32.468
gamma1_watch,0.001299,32.136
gamma1_watch,0.001302,31.803
gamma1_watch,0.001305,31.470
gamma1_watch,0.001309,30.805
gamma1_watch,0.001312,30.639
gamma1_watch,0.001315,30.472
gamma1_watch,0.001318,30.140
gamma1_watch,0.001321,29.807
gamma1_watch,0.001325,29.332
gamma1_watch,0.001328,28.975
gamma1_watch,0.001331,28.809
gamma1_watch,0.001334,28.476
gamma1_watch,0.001338,28.001
gamma1_watch,0.001341,27.977
gamma1_watch,0.001344,27.645
gamma1_watch,0.001347,27.478
gamma1_watch,0.001350,27.146
gamma1_watch,0.001354,26.813
gamma1_watch,0.001357,26.480
gamma1_watch,0.001360,26.148
gamma1_watch,0.001363,25.815
gamma1_watch,0.001366,25.482
gamma1_watch,0.001370,25.316
gamma1_watch,0.001373,25.150
gamma1_watch,0.001376,24.817
gamma1_watch,0.001379,24.484
gamma1_watch,0.001383,24.152
gamma1_watch,0.001386,23.819
gamma1_watch,0.001389,23.486
gamma1_watch,0.001392,23.320
gamma1_watch,0.001395,23.154
gamma1_watch,0.001399,22.655
gamma1_watch,0.001402,22.488
gamma1_watch,0.001405,22.322
gamma1_watch,0.001408,22.156
gamma1_watch,0.001411,21.657
gamma1_watch,0.001415,21.324
gamma1_watch,0.001418,21.324
gamma1_watch,0.001421,21.158
gamma1_watch,0.001424,20.825
gamma1_watch,0.001428,20.659
gamma1_watch,0.001431,20.492
gamma1_watch,0.001434,20.160
gamma1_watch,0.001437,19.827
gamma1_watch,0.001440,19.494
gamma1_watch,0.001444,19.328
gamma1_watch,0.001447,19.328
gamma1_watch,0.001450,19.162
gamma1_watch,0.001453,18.829
gamma1_watch,0.001456,18.663
gamma1_watch,0.001460,18.496
gamma1_watch,0.001463,18.164
gamma1_watch,0.001466,17.997
gamma1_watch,0.001469,17.831
gamma1_watch,0.001473,17.665
gamma1_watch,0.001476,17.498
gamma1_watch,0.001479,17.166
gamma1_watch,0.001482,16.999
gamma1_watch,0.001485,16.833
gamma1_watch,0.001489,16.667
gamma1_watch,0.001492,16.500
gamma1_watch,0.001495,16.334
gamma1_watch,0.001498,16.001
gamma1_watch,0.001501,15.835
gamma1_watch,0.001505,15.669
gamma1_watch,0.001508,15.502
gamma1_watch,0.001511,15.336
gamma1_watch,0.001514,15.170
gamma1_watch,0.001518,15.003
gamma1_watch,0.001521,14.837
gamma1_watch,0.001524,14.504
gamma1_watch,0.001527,14.338
gamma1_watch,0.001530,14.172
gamma1_watch,0.001534,14.005
gamma1_watch,0.001537,14.005
gamma1_watch,0.001540,14.005
gamma1_watch,0.001543,13.839
gamma1_watch,0.001546,13.673
gamma1_watch,0.001550,13.506
gamma1_watch,0.001553,13.340
gamma1_watch,0.001556,13.007
gamma1_watch,0.001559,13.007
gamma1_watch,0.001563,12.841
gamma1_watch,0.001566,12.675
gamma1_watch,0.001569,12.675
gamma1_watch,0.001572,12.508
gamma1_watch,0.001575,12.342
gamma1_watch,0.001579,12.009
gamma1_watch,0.001582,12.009
gamma1_watch,0.001585,11.843
gamma1_watch,0.001588,11.677
gamma1_watch,0.001592,11.510
gamma1_watch,0.001595,11.344
gamma1_watch,0.001598,11.344
gamma1_watch,0.001601,11.344
gamma1_watch,0.001604,11.178
gamma1_watch,0.001608,11.011
gamma1_watch,0.001611,10.845
gamma1_watch,0.001614,10.679
gamma1_watch,0.001617,10.679
gamma1_watch,0.001620,10.512
gamma1_watch,0.001624,10.346
gamma1_watch,0.001627,10.346
gamma1_watch,0.001630,10.180
gamma1_watch,0.001633,10.013
gamma1_watch,0.001637,10.013
gamma1_watch,0.001640,10.013
gamma1_watch,0.001643,9.847
gamma1_watch,0.001646,9.681
gamma1_watch,0.001649,9.514
gamma1_watch,0.001653,9.348
gamma1_watch,0.001656,9.348
gamma1_watch,0.001659,9.348
gamma1_watch,0.001662,9.182
gamma1_watch,0.001665,9.015
gamma1_watch,0.001669,8.849
gamma1_watch,0.001672,8.683
gamma1_watch,0.001675,8.683
gamma1_watch,0.001678,8.683
gamma1_watch,0.001682,8.683
gamma1_watch,0.001685,8.516
gamma1_watch,0.001688,8.350
gamma1_watch,0.001691,8.350
gamma1_watch,0.001694,8.350
gamma1_watch,0.001698,8.184
gamma1_watch,0.001701,8.017
gamma1_watch,0.001704,8.017
gamma1_watch,0.001707,8.017
gamma1_watch,0.001710,7.851
gamma1_watch,0.001714,7.685
gamma1_watch,0.001717,7.685
gamma1_watch,0.001720,7.518
gamma1_watch,0.001723,7.352
gamma1_watch,0.001727,7.352
gamma1_watch,0.001730,7.352
gamma1_watch,0.001733,7.352
gamma1_watch,0.001736,7.352
gamma1_watch,0.001739,7.186
gamma1_watch,0.001743,7.019
gamma1_watch,0.001746,7.019
gamma1_watch,0.001749,7.019
gamma1_watch,0.001752,6.853
gamma1_watch,0.001755,6.687
gamma1_watch,0.001759,6.687
gamma1_watch,0.001762,6.687
gamma1_watch,0.001765,6.687
gamma1_watch,0.001768,6.687
gamma1_watch,0.001772,6.354
gamma1_watch,0.001775,6.188
gamma1_watch,0.001778,6.188
gamma1_watch,0.001781,6.188
gamma1_watch,0.001784,6.188
gamma1_watch,0.001788,6.021
gamma1_watch,0.001791,6.021
gamma1_watch,0.001794,6.021
gamma1_watch,0.001797,6.021
gamma1_watch,0.001800,6.021
gamma1_watch,0.001804,6.021
gamma1_watch,0.001807,5.855
gamma1_watch,0.001810,5.689
gamma1_watch,0.001813,5.689
gamma1_watch,0.001817,5.689
gamma1_watch,0.001820,5.689
gamma1_watch,0.001823,5.522
gamma1_watch,0.001826,5.356
gamma1_watch,0.001829,5.356
gamma1_watch,0.001833,5.356
gamma1_watch,0.001836,5.356
gamma1_watch,0.001839,5.356
gamma1_watch,0.001842,5.356
gamma1_watch,0.001845,5.356
gamma1_watch,0.001849,5.190
gamma1_watch,0.001852,5.023
gamma1_watch,0.001855,5.023
gamma1_watch,0.001858,5.023
gamma1_watch,0.001862,5.023
gamma1_watch,0.001865,5.023
gamma1_watch,0.001868,5.023
gamma1_watch,0.001871,5.023
gamma1_watch,0.001874,4.857
gamma1_watch,0.001878,4.691
gamma1_watch,0.001881,4.691
gamma1_watch,0.001884,4.691
gamma1_watch,0.001887,4.691
gamma1_watch,0.001890,4.691
gamma1_watch,0.001894,4.691
gamma1_watch,0.001897,4.691
gamma1_watch,0.001900,4.691
gamma1_watch,0.001903,4.524
gamma1_watch,0.001907,4.358
gamma1_watch,0.001910,4.358
gamma1_watch,0.001913,4.358
gamma1_watch,0.001916,4.358
gamma1_watch,0.001919,4.358
gamma1_watch,0.001923,4.358
gamma1_watch,0.001926,4.358
gamma1_watch,0.001929,4.358
gamma1_watch,0.001932,4.192
gamma1_watch,0.001935,4.192
gamma1_watch,0.001939,4.192
gamma1_watch,0.001942,4.192
gamma1_watch,0.001945,4.192
gamma1_watch,0.001948,4.192
gamma1_watch,0.001952,4.192
gamma1_watch,0.001955,4.192
gamma1_watch,0.001958,4.192
gamma1_watch,0.001961,4.192
gamma1_watch,0.001964,4.192
gamma1_watch,0.001968,4.192
gamma1_watch,0.001971,4.025
gamma1_watch,0.001974,4.025
gamma1_watch,0.001977,4.025
gamma1_watch,0.001980,4.025
gamma1_watch,0.001984,4.025
gamma1_watch,0.001987,4.025
gamma1_watch,0.001990,4.025
gamma1_watch,0.001993,4.025
gamma1_watch,0.001997,4.025
gamma1_watch,0.002000,4.025
gamma1_watch,0.002003,4.025
gamma1_watch,0.002006,4.025
gamma1_watch,0.002009,4.025
gamma1_watch,0.002013,4.025
gamma1_watch,0.002016,4.025
gamma1_watch,0.002019,3.859
gamma1_watch,0.002022,3.859
gamma1_watch,0.002025,3.859
gamma1_watch,0.002029,3.859
gamma1_watch,0.002032,3.859
gamma1_watch,0.002035,3.859
gamma1_watch,0.002038,3.859
gamma1_watch,0.002042,3.859
gamma1_watch,0.002045,3.859
gamma1_watch,0.002048,3.859
gamma1_watch,0.002051,3.859
gamma1_watch,0.002054,3.859
gamma1_watch,0.002058,3.859
gamma1_watch,0.002061,3.859
gamma1_watch,0.002064,3.859
gamma1_watch,0.002067,3.859
gamma1_watch,0.002070,3.859
gamma1_watch,0.002074,3.859
gamma1_watch,0.002077,3.859
gamma1_watch,0.002080,3.693
gamma1_watch,0.002083,3.693
gamma1_watch,0.002087,3.693
gamma1_watch,0.002090,3.693
gamma1_watch,0.002093,3.693
gamma1_watch,0.002096,3.693
gamma1_watch,0.002099,3.693
gamma1_watch,0.002103,3.693
gamma1_watch,0.002106,3.693
gamma1_watch,0.002109,3.693
gamma1_watch,0.002112,3.693
gamma1_watch,0.002115,3.693
gamma1_watch,0.002119,3.693
gamma1_watch,0.002122,3.693
gamma1_watch,0.002125,3.693
gamma1_watch,0.002128,3.693
gamma1_watch,0.002132,3.693
gamma1_watch,0.002135,3.693
gamma1_watch,0.002138,3.693
gamma1_watch,0.002141,3.693
gamma1_watch,0.002144,3.693
gamma1_watch,0.002148,3.693
gamma1_watch,0.002151,3.693
gamma1_watch,0.002154,3.693
gamma1_watch,0.002157,3.526
gamma1_watch,0.002161,3.526
gamma1_watch,0.002164,3.526
gamma1_watch,0.002167,3.526
gamma1_watch,0.002170,3.526
gamma1_watch,0.002173,3.526
gamma1_watch,0.002177,3.526
gamma1_watch,0.002180,3.526
gamma1_watch,0.002183,3.526
gamma1_watch,0.002186,3.526
gamma1_watch,0.002189,3.526
gamma1_watch,0.002193,3.526
gamma1_watch,0.002196,3.526
gamma1_watch,0.002199,3.526
gamma1_watch,0.002202,3.526
gamma1_watch,0.002206,3.526
gamma1_watch,0.002209,3.526
gamma1_watch,0.002212,3.526
gamma1_watch,0.002215,3.526
gamma1_watch,0.002218,3.526
gamma1_watch,0.002222,3.526
gamma1_watch,0.002225,3.526
gamma1_watch,0.002228,3.526
gamma1_watch,0.002231,3.526
gamma1_watch,0.002234,3.526
gamma1_watch,0.002238,3.526
gamma1_watch,0.002241,3.526
gamma1_watch,0.002244,3.526
gamma1_watch,0.002247,3.526
gamma1_watch,0.002251,3.526
gamma1_watch,0.002254,3.526
gamma1_watch,0.002257,3.526
gamma1_watch,0.002260,3.526
gamma1_watch,0.002263,3.526
gamma1_watch,0.002267,3.526
gamma1_watch,0.002270,3.526
gamma1_watch,0.002273,3.526
gamma1_watch,0.002276,3.526
gamma1_watch,0.002279,3.526
gamma1_watch,0.002283,3.526
gamma1_watch,0.002286,3.360
gamma1_watch,0.002289,3.360
gamma1_watch,0.002292,3.360
gamma1_watch,0.002296,3.360
gamma1_watch,0.002299,3.360
gamma1_watch,0.002302,3.360
gamma1_watch,0.002305,3.360
gamma1_watch,0.002308,3.360
gamma1_watch,0.002312,3.360
gamma1_watch,0.002315,3.360
gamma1_watch,0.002318,3.360
gamma1_watch,0.002321,3.360
gamma1_watch,0.002324,3.360
gamma1_watch,0.002328,3.360
gamma1_watch,0.002331,3.360
gamma1_watch,0.002334,3.360
gamma1_watch,0.002337,3.360
gamma1_watch,0.002341,3.360
gamma1_watch,0.002344,3.360
gamma1_watch,0.002347,3.360
gamma1_watch,0.002350,3.360
gamma1_watch,0.002353,3.360
gamma1_watch,0.002357,3.360
gamma1_watch,0.002360,3.360
gamma1_watch,0.002363,3.360
gamma1_watch,0.002366,3.360
gamma1_watch,0.002369,3.360
gamma1_watch,0.002373,3.360
gamma1_watch,0.002376,3.360
gamma1_watch,0.002379,3.360
gamma1_watch,0.002382,3.360
gamma1_watch,0.002386,3.360
gamma1_watch,0.002389,3.360
gamma1_watch,0.002392,3.360
gamma1_watch,0.002395,3.360
gamma1_watch,0.002398,3.360
gamma1_watch,0.002402,3.360
gamma1_watch,0.002405,3.360
gamma1_watch,0.002408,3.360
gamma1_watch,0.002411,3.360
gamma1_watch,0.002414,3.360
gamma1_watch,0.002418,3.360
gamma1_watch,0.002421,3.360
gamma1_watch,0.002424,3.360
gamma1_watch,0.002427,3.360
gamma1_watch,0.002431,3.360
gamma1_watch,0.002434,3.360
gamma1_watch,0.002437,3.360
gamma1_watch,0.002440,3.360
gamma1_watch,0.002443,3.360
gamma1_watch,0.002447,3.360
gamma1_watch,0.002450,3.360
gamma1_watch,0.002453,3.360
gamma1_watch,0.002456,3.360
gamma1_watch,0.002459,3.360
gamma1_watch,0.002463,3.360
gamma1_watch,0.002466,3.360
gamma1_watch,0.002469,3.360
gamma1_watch,0.002472,3.360
gamma1_watch,0.002476,3.360
gamma1_watch,0.002479,3.360
gamma1_watch,0.002482,3.360
gamma1_watch,0.002485,3.360
gamma1_watch,0.002488,3.360
gamma1_watch,0.002492,3.360
gamma1_watch,0.002495,3.360
gamma1_watch,0.002498,3.360
gamma1_watch,0.002501,3.360
gamma1_watch,0.002504,3.360
gamma1_watch,0.002508,3.360
gamma1_watch,0.002511,3.360
gamma1_watch,0.002514,3.360
gamma1_watch,0.002517,3.360
gamma1_watch,0.002521,3.360
gamma1_watch,0.002524,3.360
gamma1_watch,0.002527,3.360
gamma1_watch,0.002530,3.360
gamma1_watch,0.002533,3.360
gamma1_watch,0.002537,3.360
gamma1_watch,0.002540,3.360
gamma1_watch,0.002543,3.194
gamma1_watch,0.002546,3.194
gamma1_watch,0.002549,3.194
gamma1_watch,0.002553,3.194
gamma1_watch,0.002556,3.194
gamma1_watch,0.002559,3.194
gamma1_watch,0.002562,3.194
gamma1_watch,0.002566,3.194
gamma1_watch,0.002569,3.194
gamma1_watch,0.002572,3.194
gamma1_watch,0.002575,3.194
gamma1_watch,0.002578,3.194
gamma1_watch,0.002582,3.194
gamma1_watch,0.002585,3.194
gamma1_watch,0.002588,3.194
gamma1_watch,0.002591,3.194
gamma1_watch,0.002594,3.194
gamma1_watch,0.002598,3.194
gamma1_watch,0.002601,3.194
gamma1_watch,0.002604,3.194
gamma1_watch,0.002607,3.194
gamma1_watch,0.002611,3.194
gamma1_watch,0.002614,3.194
gamma1_watch,0.002617,3.194
gamma1_watch,0.002620,3.194
gamma1_watch,0.002623,3.194
gamma1_watch,0.002627,3.194
gamma1_watch,0.002630,3.194
gamma1_watch,0.002633,3.194
gamma1_watch,0.002636,3.194
gamma1_watch,0.002639,3.194
gamma1_watch,0.002643,3.194
gamma1_watch,0.002646,3.194
gamma1_watch,0.002649,3.194
gamma1_watch,0.002652,3.194
gamma1_watch,0.002656,3.194
gamma1_watch,0.002659,3.194
gamma1_watch,0.002662,3.194
gamma1_watch,0.002665,3.194
gamma1_watch,0.002668,3.194
gamma1_watch,0.002672,3.194
gamma1_watch,0.002675,3.194
gamma1_watch,0.002678,3.194
gamma1_watch,0.002681,3.194
gamma1_watch,0.002685,3.194
gamma1_watch,0.002688,3.194
gamma1_watch,0.002691,3.194
gamma1_watch,0.002694,3.194
gamma1_watch,0.002697,3.194
gamma1_watch,0.002701,3.194
gamma1_watch,0.002704,3.194
gamma1_watch,0.002707,3.194
gamma1_watch,0.002710,3.194
gamma1_watch,0.002713,3.194
gamma1_watch,0.002717,3.194
gamma1_watch,0.002720,3.194
gamma1_watch,0.002723,3.194
gamma1_watch,0.002726,3.194
gamma1_watch,0.002730,3.194
gamma1_watch,0.002733,3.194
gamma1_watch,0.002736,3.194
gamma1_watch,0.002739,3.194
gamma1_watch,0.002742,3.194
gamma1_watch,0.002746,3.194
gamma1_watch,0.002749,3.194
gamma1_watch,0.002752,3.194
gamma1_watch,0.002755,3.194
gamma1_watch,0.002758,3.194
gamma1_watch,0.002762,3.194
gamma1_watch,0.002765,3.194
gamma1_watch,0.002768,3.194
gamma1_watch,0.002771,3.194
gamma1_watch,0.002775,3.194
gamma1_watch,0.002778,3.194
gamma1_watch,0.002781,3.194
gamma1_watch,0.002784,3.194
gamma1_watch,0.002787,3.194
gamma1_watch,0.002791,3.194
gamma1_watch,0.002794,3.194
gamma1_watch,0.002797,3.194
gamma1_watch,0.002800,3.194
gamma1_watch,0.002803,3.194
gamma1_watch,0.002807,3.194
gamma1_watch,0.002810,3.194
gamma1_watch,0.002813,3.194
gamma1_watch,0.002816,3.194
gamma1_watch,0.002820,3.194
gamma1_watch,0.002823,3.194
gamma1_watch,0.002826,3.194
gamma1_watch,0.002829,3.194
gamma1_watch,0.002832,3.194
gamma1_watch,0.002836,3.194
gamma1_watch,0.002839,3.194
gamma1_watch,0.002842,3.194
gamma1_watch,0.002845,3.194
gamma1_watch,0.002848,3.194
gamma1_watch,0.002852,3.194
gamma1_watch,0.002855,3.194
gamma1_watch,0.002858,3.194
gamma1_watch,0.002861,3.194
